"wC"	"wCl"	"wB"	"NewHA"	"Cropkcal"	"Pastkcal"	"EmittedC"	"HabAvgImpac"	"HabStdImpac"	"DelHAvgImpac"	"DelHStdImpac"	"DelQAvgImpac"	"DelQStdImpac"	"ClimRegIndexAvgImpac"	"ClimRegIndexStdImpac"	"Combokcal"	"SimulationFactor"
"0.45"	"0.33"	"0.22"	"110100000"	"5.7688e+14"	"2.9059e+12"	"-1.8897e+10"	"584.34"	"201"	"0.28987"	"0.33939"	"-0.83071"	"0.35703"	"0.50419"	"0.22116"	"5.7979e+14"	"AvoidProtAreas"
"0.45"	"0.3575"	"0.1925"	"111530000"	"5.851e+14"	"2.9822e+12"	"-1.9703e+10"	"592.75"	"209.64"	"0.27348"	"0.33832"	"-0.81008"	"0.35929"	"0.48947"	"0.22258"	"5.8809e+14"	"AvoidProtAreas"
"0.45"	"0.385"	"0.165"	"109300000"	"5.7321e+14"	"2.9445e+12"	"-1.9532e+10"	"598.71"	"217.56"	"0.25701"	"0.33785"	"-0.79153"	"0.36063"	"0.47627"	"0.22247"	"5.7616e+14"	"AvoidProtAreas"
"0.45"	"0.4125"	"0.1375"	"110880000"	"5.8227e+14"	"3.0205e+12"	"-2.0369e+10"	"607.08"	"225.56"	"0.24013"	"0.33454"	"-0.77074"	"0.35861"	"0.46149"	"0.2203"	"5.8529e+14"	"AvoidProtAreas"
"0.45"	"0.44"	"0.11"	"109430000"	"5.7483e+14"	"3.0057e+12"	"-2.0451e+10"	"614.82"	"233.87"	"0.21716"	"0.32887"	"-0.74531"	"0.35362"	"0.44333"	"0.21395"	"5.7783e+14"	"AvoidProtAreas"
"0.45"	"0.4675"	"0.0825"	"108250000"	"5.6877e+14"	"2.9926e+12"	"-2.0545e+10"	"622.34"	"241.82"	"0.19558"	"0.32283"	"-0.72157"	"0.34847"	"0.42639"	"0.20752"	"5.7176e+14"	"AvoidProtAreas"
"0.45"	"0.495"	"0.055"	"110080000"	"5.7926e+14"	"3.0667e+12"	"-2.1416e+10"	"630.55"	"247.61"	"0.17872"	"0.31622"	"-0.70123"	"0.34287"	"0.41197"	"0.20172"	"5.8233e+14"	"AvoidProtAreas"
"0.45"	"0.5225"	"0.0275"	"108280000"	"5.6972e+14"	"3.0299e+12"	"-2.1229e+10"	"635.9"	"254.17"	"0.16251"	"0.31204"	"-0.68418"	"0.33927"	"0.39998"	"0.19681"	"5.7275e+14"	"AvoidProtAreas"
"0"	"1"	"0"	"108480000"	"5.8869e+14"	"3.2771e+12"	"-2.9636e+10"	"730.65"	"246.57"	"0.08025"	"0.19928"	"-0.48829"	"0.16183"	"0.27109"	"0.090326"	"5.9197e+14"	"AvoidProtAreas"
"0.45"	"0.55"	"0"	"109660000"	"5.7753e+14"	"3.0836e+12"	"-2.1849e+10"	"641.93"	"257.86"	"0.15217"	"0.30874"	"-0.67136"	"0.3355"	"0.39133"	"0.19326"	"5.8061e+14"	"AvoidProtAreas"
"0.5"	"0"	"0.5"	"108920000"	"5.6779e+14"	"2.661e+12"	"-1.6825e+10"	"548.33"	"141.73"	"0.39472"	"0.32223"	"-0.96122"	"0.30457"	"0.59707"	"0.18037"	"5.7045e+14"	"AvoidProtAreas"
"0.5"	"0.025"	"0.475"	"109650000"	"5.718e+14"	"2.6873e+12"	"-1.6987e+10"	"549.89"	"145.27"	"0.39038"	"0.32365"	"-0.95555"	"0.30794"	"0.59313"	"0.18318"	"5.7449e+14"	"AvoidProtAreas"
"0.5"	"0.05"	"0.45"	"110180000"	"5.7478e+14"	"2.7074e+12"	"-1.7105e+10"	"551.64"	"149.29"	"0.38605"	"0.32511"	"-0.95"	"0.31107"	"0.58929"	"0.18573"	"5.7748e+14"	"AvoidProtAreas"
"0.5"	"0.075"	"0.425"	"110680000"	"5.7764e+14"	"2.7275e+12"	"-1.7233e+10"	"553.44"	"153.75"	"0.3809"	"0.32689"	"-0.94377"	"0.31452"	"0.58496"	"0.18846"	"5.8037e+14"	"AvoidProtAreas"
"0.5"	"0.1"	"0.4"	"111020000"	"5.7955e+14"	"2.7432e+12"	"-1.7315e+10"	"555.62"	"158.7"	"0.376"	"0.32888"	"-0.93798"	"0.31773"	"0.58098"	"0.19093"	"5.823e+14"	"AvoidProtAreas"
"0.5"	"0.125"	"0.375"	"107990000"	"5.6304e+14"	"2.6685e+12"	"-1.659e+10"	"555.8"	"162.24"	"0.37118"	"0.33188"	"-0.93391"	"0.32149"	"0.57808"	"0.19331"	"5.6571e+14"	"AvoidProtAreas"
"0.5"	"0.15"	"0.35"	"108370000"	"5.6517e+14"	"2.6885e+12"	"-1.6722e+10"	"558.02"	"167.08"	"0.36562"	"0.33354"	"-0.92724"	"0.32491"	"0.57336"	"0.1961"	"5.6786e+14"	"AvoidProtAreas"
"0.5"	"0.175"	"0.325"	"108750000"	"5.6733e+14"	"2.7112e+12"	"-1.6889e+10"	"560.49"	"172.02"	"0.35878"	"0.33566"	"-0.91914"	"0.32916"	"0.56765"	"0.19942"	"5.7004e+14"	"AvoidProtAreas"
"0.5"	"0.2"	"0.3"	"109270000"	"5.7028e+14"	"2.7403e+12"	"-1.7113e+10"	"563.5"	"177.58"	"0.35177"	"0.33721"	"-0.91019"	"0.33328"	"0.56134"	"0.20279"	"5.7302e+14"	"AvoidProtAreas"
"0.05"	"0"	"0.95"	"110430000"	"5.7754e+14"	"2.7297e+12"	"-1.9518e+10"	"505.55"	"66.438"	"0.40185"	"0.29881"	"-0.97088"	"0.29581"	"0.59522"	"0.18465"	"5.8027e+14"	"AvoidProtAreas"
"0.5"	"0.225"	"0.275"	"109880000"	"5.739e+14"	"2.7756e+12"	"-1.7406e+10"	"566.93"	"182.51"	"0.3438"	"0.33835"	"-0.9"	"0.33763"	"0.554"	"0.20641"	"5.7668e+14"	"AvoidProtAreas"
"0.5"	"0.25"	"0.25"	"110720000"	"5.7869e+14"	"2.8201e+12"	"-1.7792e+10"	"571.79"	"189.44"	"0.33429"	"0.33981"	"-0.88775"	"0.34226"	"0.54537"	"0.21007"	"5.8151e+14"	"AvoidProtAreas"
"0.5"	"0.275"	"0.225"	"107900000"	"5.6331e+14"	"2.7621e+12"	"-1.7299e+10"	"575.29"	"195.97"	"0.32409"	"0.34201"	"-0.87655"	"0.34677"	"0.53746"	"0.2128"	"5.6607e+14"	"AvoidProtAreas"
"0.5"	"0.3"	"0.2"	"108580000"	"5.6721e+14"	"2.8063e+12"	"-1.7735e+10"	"580.84"	"202.33"	"0.3127"	"0.34266"	"-0.86202"	"0.35078"	"0.52715"	"0.21584"	"5.7002e+14"	"AvoidProtAreas"
"0.5"	"0.325"	"0.175"	"109600000"	"5.7304e+14"	"2.8633e+12"	"-1.8321e+10"	"587.48"	"209.64"	"0.30005"	"0.34249"	"-0.84536"	"0.35431"	"0.51534"	"0.21855"	"5.759e+14"	"AvoidProtAreas"
"0.5"	"0.35"	"0.15"	"110610000"	"5.7876e+14"	"2.9174e+12"	"-1.8918e+10"	"594.62"	"217.94"	"0.28664"	"0.34242"	"-0.82878"	"0.35708"	"0.50358"	"0.22043"	"5.8168e+14"	"AvoidProtAreas"
"0.5"	"0.375"	"0.125"	"107960000"	"5.6444e+14"	"2.8663e+12"	"-1.8597e+10"	"599.61"	"224.71"	"0.27245"	"0.34314"	"-0.81318"	"0.3595"	"0.49259"	"0.22116"	"5.673e+14"	"AvoidProtAreas"
"0.5"	"0.4"	"0.1"	"109470000"	"5.7301e+14"	"2.9366e+12"	"-1.9338e+10"	"606.28"	"229.98"	"0.25918"	"0.3417"	"-0.79638"	"0.36032"	"0.4807"	"0.22157"	"5.7595e+14"	"AvoidProtAreas"
"0.5"	"0.425"	"0.075"	"110770000"	"5.8048e+14"	"2.9999e+12"	"-2.0029e+10"	"612.81"	"235.66"	"0.24597"	"0.34008"	"-0.77984"	"0.35997"	"0.46914"	"0.22098"	"5.8348e+14"	"AvoidProtAreas"
"0.5"	"0.45"	"0.05"	"108820000"	"5.7021e+14"	"2.9657e+12"	"-1.9892e+10"	"618.61"	"242.18"	"0.22813"	"0.33732"	"-0.7605"	"0.35745"	"0.45548"	"0.21727"	"5.7317e+14"	"AvoidProtAreas"
"0.05"	"0.0475"	"0.9025"	"109930000"	"5.7575e+14"	"2.7521e+12"	"-1.9585e+10"	"505.2"	"67.071"	"0.38234"	"0.30277"	"-0.94584"	"0.3088"	"0.57715"	"0.19401"	"5.785e+14"	"AvoidProtAreas"
"0.5"	"0.475"	"0.025"	"110470000"	"5.7966e+14"	"3.0374e+12"	"-2.0701e+10"	"625.79"	"247.31"	"0.21213"	"0.33161"	"-0.74105"	"0.35276"	"0.44153"	"0.21254"	"5.827e+14"	"AvoidProtAreas"
"0.5"	"0.5"	"0"	"108830000"	"5.7113e+14"	"3.0078e+12"	"-2.0607e+10"	"631.39"	"252.64"	"0.19424"	"0.32671"	"-0.7216"	"0.34846"	"0.42766"	"0.20712"	"5.7414e+14"	"AvoidProtAreas"
"0.55"	"0"	"0.45"	"109600000"	"5.711e+14"	"2.6803e+12"	"-1.6907e+10"	"552.89"	"151.08"	"0.39223"	"0.32495"	"-0.95887"	"0.30632"	"0.59594"	"0.18103"	"5.7379e+14"	"AvoidProtAreas"
"0.55"	"0.0225"	"0.4275"	"110140000"	"5.7403e+14"	"2.6986e+12"	"-1.7016e+10"	"554.61"	"155.08"	"0.38854"	"0.32656"	"-0.9544"	"0.30893"	"0.59292"	"0.18304"	"5.7673e+14"	"AvoidProtAreas"
"0.55"	"0.045"	"0.405"	"110690000"	"5.7714e+14"	"2.7183e+12"	"-1.7142e+10"	"556.19"	"158.52"	"0.38489"	"0.32767"	"-0.94969"	"0.31155"	"0.58965"	"0.18522"	"5.7986e+14"	"AvoidProtAreas"
"0.55"	"0.0675"	"0.3825"	"111190000"	"5.7996e+14"	"2.7377e+12"	"-1.7261e+10"	"557.84"	"162.25"	"0.38083"	"0.32919"	"-0.94472"	"0.31422"	"0.58621"	"0.18743"	"5.827e+14"	"AvoidProtAreas"
"0.55"	"0.09"	"0.36"	"108050000"	"5.6292e+14"	"2.6584e+12"	"-1.6486e+10"	"557.83"	"165.68"	"0.37719"	"0.33201"	"-0.94196"	"0.31751"	"0.58431"	"0.18937"	"5.6557e+14"	"AvoidProtAreas"
"0.55"	"0.1125"	"0.3375"	"108360000"	"5.6466e+14"	"2.6724e+12"	"-1.6579e+10"	"559.61"	"169.52"	"0.37241"	"0.33384"	"-0.93644"	"0.32043"	"0.58049"	"0.19166"	"5.6734e+14"	"AvoidProtAreas"
"0.55"	"0.135"	"0.315"	"108710000"	"5.6659e+14"	"2.6884e+12"	"-1.6684e+10"	"561.82"	"174.26"	"0.36803"	"0.33499"	"-0.93112"	"0.32313"	"0.57672"	"0.19384"	"5.6928e+14"	"AvoidProtAreas"
"0.55"	"0.1575"	"0.2925"	"108950000"	"5.6789e+14"	"2.7031e+12"	"-1.6777e+10"	"563.81"	"178.28"	"0.36349"	"0.33632"	"-0.92567"	"0.32612"	"0.57285"	"0.19627"	"5.7059e+14"	"AvoidProtAreas"
"0.05"	"0.095"	"0.855"	"108050000"	"5.6659e+14"	"2.7447e+12"	"-1.9743e+10"	"504.33"	"69.755"	"0.35361"	"0.30896"	"-0.91338"	"0.32488"	"0.55263"	"0.20564"	"5.6933e+14"	"AvoidProtAreas"
"0.55"	"0.18"	"0.27"	"109260000"	"5.6958e+14"	"2.7212e+12"	"-1.69e+10"	"566.29"	"182.9"	"0.35835"	"0.3377"	"-0.91931"	"0.32919"	"0.56843"	"0.19864"	"5.723e+14"	"AvoidProtAreas"
"0.55"	"0.2025"	"0.2475"	"109810000"	"5.7272e+14"	"2.7501e+12"	"-1.7125e+10"	"569.25"	"187.63"	"0.35182"	"0.33904"	"-0.9112"	"0.33288"	"0.56262"	"0.20169"	"5.7547e+14"	"AvoidProtAreas"
"0.55"	"0.225"	"0.225"	"110260000"	"5.7529e+14"	"2.7773e+12"	"-1.7337e+10"	"572.96"	"193.38"	"0.34516"	"0.3402"	"-0.9026"	"0.33664"	"0.55656"	"0.20471"	"5.7807e+14"	"AvoidProtAreas"
"0.55"	"0.2475"	"0.2025"	"110690000"	"5.7768e+14"	"2.8062e+12"	"-1.7587e+10"	"576.76"	"198.65"	"0.33749"	"0.34131"	"-0.89284"	"0.34047"	"0.54961"	"0.20783"	"5.8049e+14"	"AvoidProtAreas"
"0.55"	"0.27"	"0.18"	"108070000"	"5.6338e+14"	"2.7496e+12"	"-1.7088e+10"	"579.63"	"204.72"	"0.3295"	"0.34353"	"-0.88454"	"0.34419"	"0.54375"	"0.21007"	"5.6613e+14"	"AvoidProtAreas"
"0.55"	"0.2925"	"0.1575"	"108700000"	"5.6695e+14"	"2.7872e+12"	"-1.7453e+10"	"584.91"	"211.54"	"0.31996"	"0.34442"	"-0.87245"	"0.3478"	"0.53523"	"0.21286"	"5.6973e+14"	"AvoidProtAreas"
"0.55"	"0.315"	"0.135"	"109640000"	"5.7224e+14"	"2.8347e+12"	"-1.7926e+10"	"590.77"	"217.83"	"0.31002"	"0.34498"	"-0.85943"	"0.35101"	"0.52614"	"0.21539"	"5.7507e+14"	"AvoidProtAreas"
"0.55"	"0.3375"	"0.1125"	"110130000"	"5.7504e+14"	"2.8694e+12"	"-1.8304e+10"	"595.36"	"222.55"	"0.3001"	"0.34506"	"-0.84727"	"0.35365"	"0.51738"	"0.21732"	"5.7791e+14"	"AvoidProtAreas"
"0.55"	"0.36"	"0.09"	"110960000"	"5.7969e+14"	"2.9163e+12"	"-1.8804e+10"	"600.97"	"228.09"	"0.28924"	"0.34497"	"-0.83343"	"0.35603"	"0.50765"	"0.21903"	"5.826e+14"	"AvoidProtAreas"
"0.55"	"0.3825"	"0.0675"	"107970000"	"5.6346e+14"	"2.8494e+12"	"-1.8329e+10"	"604.75"	"233.78"	"0.27762"	"0.34602"	"-0.82138"	"0.35808"	"0.49917"	"0.2195"	"5.6631e+14"	"AvoidProtAreas"
"0.05"	"0.1425"	"0.8075"	"109610000"	"5.7734e+14"	"2.8534e+12"	"-2.1162e+10"	"508.83"	"78.624"	"0.31243"	"0.30627"	"-0.86737"	"0.33322"	"0.51716"	"0.20962"	"5.8019e+14"	"AvoidProtAreas"
"0.55"	"0.405"	"0.045"	"109120000"	"5.7008e+14"	"2.9073e+12"	"-1.8946e+10"	"610.16"	"237.92"	"0.26638"	"0.34495"	"-0.80674"	"0.35945"	"0.48887"	"0.22042"	"5.7299e+14"	"AvoidProtAreas"
"0.55"	"0.4275"	"0.0225"	"110270000"	"5.7668e+14"	"2.9623e+12"	"-1.9534e+10"	"615.58"	"242.34"	"0.2559"	"0.34395"	"-0.79337"	"0.36005"	"0.47952"	"0.22071"	"5.7964e+14"	"AvoidProtAreas"
"0.55"	"0.45"	"0"	"111380000"	"5.83e+14"	"3.0162e+12"	"-2.0114e+10"	"620.44"	"245.5"	"0.24552"	"0.34219"	"-0.78028"	"0.35965"	"0.47025"	"0.22026"	"5.8602e+14"	"AvoidProtAreas"
"0.6"	"0"	"0.4"	"110220000"	"5.7427e+14"	"2.6968e+12"	"-1.6991e+10"	"557.03"	"159.87"	"0.38981"	"0.32749"	"-0.9567"	"0.30774"	"0.59486"	"0.18157"	"5.7697e+14"	"AvoidProtAreas"
"0.6"	"0.02"	"0.38"	"110680000"	"5.7673e+14"	"2.7123e+12"	"-1.7082e+10"	"558.63"	"163.18"	"0.3871"	"0.32871"	"-0.9533"	"0.30981"	"0.59263"	"0.18309"	"5.7944e+14"	"AvoidProtAreas"
"0.6"	"0.04"	"0.36"	"111130000"	"5.7928e+14"	"2.7283e+12"	"-1.7185e+10"	"559.96"	"166.11"	"0.38383"	"0.33"	"-0.94938"	"0.31204"	"0.58995"	"0.18485"	"5.82e+14"	"AvoidProtAreas"
"0.6"	"0.06"	"0.34"	"1.08e+08"	"5.6223e+14"	"2.6496e+12"	"-1.6402e+10"	"560.1"	"169.63"	"0.38083"	"0.33255"	"-0.94733"	"0.3148"	"0.58853"	"0.18645"	"5.6488e+14"	"AvoidProtAreas"
"0.6"	"0.08"	"0.32"	"108390000"	"5.644e+14"	"2.6636e+12"	"-1.65e+10"	"561.39"	"172.66"	"0.37749"	"0.3337"	"-0.94338"	"0.31678"	"0.58577"	"0.1881"	"5.6706e+14"	"AvoidProtAreas"
"0.6"	"0.1"	"0.3"	"108610000"	"5.6558e+14"	"2.6742e+12"	"-1.656e+10"	"562.84"	"175.76"	"0.37417"	"0.33477"	"-0.93937"	"0.31912"	"0.58294"	"0.19"	"5.6825e+14"	"AvoidProtAreas"
"0.6"	"0.12"	"0.28"	"108890000"	"5.6719e+14"	"2.6868e+12"	"-1.6644e+10"	"564.78"	"179.93"	"0.37022"	"0.33602"	"-0.93456"	"0.32161"	"0.57961"	"0.19197"	"5.6988e+14"	"AvoidProtAreas"
"0.05"	"0.19"	"0.76"	"108850000"	"5.7628e+14"	"2.9219e+12"	"-2.2227e+10"	"519.48"	"94.192"	"0.25504"	"0.29369"	"-0.80013"	"0.33365"	"0.46685"	"0.20422"	"5.7921e+14"	"AvoidProtAreas"
"0.6"	"0.14"	"0.26"	"109220000"	"5.6901e+14"	"2.7026e+12"	"-1.6746e+10"	"566.66"	"183.65"	"0.36629"	"0.33704"	"-0.92963"	"0.32408"	"0.57617"	"0.19394"	"5.7171e+14"	"AvoidProtAreas"
"0.6"	"0.16"	"0.24"	"109520000"	"5.706e+14"	"2.7169e+12"	"-1.6844e+10"	"568.67"	"187.08"	"0.36276"	"0.33791"	"-0.92539"	"0.32628"	"0.57311"	"0.19576"	"5.7332e+14"	"AvoidProtAreas"
"0.6"	"0.18"	"0.22"	"109830000"	"5.7224e+14"	"2.7333e+12"	"-1.696e+10"	"571.32"	"191.86"	"0.35827"	"0.33913"	"-0.92"	"0.32892"	"0.5693"	"0.19786"	"5.7497e+14"	"AvoidProtAreas"
"0.6"	"0.2"	"0.2"	"110190000"	"5.7418e+14"	"2.7532e+12"	"-1.7104e+10"	"574.37"	"197.08"	"0.35314"	"0.34037"	"-0.91365"	"0.33195"	"0.56485"	"0.20026"	"5.7694e+14"	"AvoidProtAreas"
"0.6"	"0.22"	"0.18"	"110620000"	"5.7657e+14"	"2.7777e+12"	"-1.7297e+10"	"577.75"	"202.23"	"0.34695"	"0.34168"	"-0.90598"	"0.33526"	"0.55946"	"0.20292"	"5.7935e+14"	"AvoidProtAreas"
"0.6"	"0.24"	"0.16"	"110970000"	"5.7856e+14"	"2.8004e+12"	"-1.7479e+10"	"581.11"	"207.3"	"0.34107"	"0.34284"	"-0.89867"	"0.3382"	"0.55433"	"0.20524"	"5.8136e+14"	"AvoidProtAreas"
"0.6"	"0.26"	"0.14"	"111560000"	"5.8172e+14"	"2.831e+12"	"-1.7749e+10"	"585.34"	"212.69"	"0.33454"	"0.34356"	"-0.89025"	"0.34119"	"0.54837"	"0.20768"	"5.8456e+14"	"AvoidProtAreas"
"0.6"	"0.28"	"0.12"	"108430000"	"5.6462e+14"	"2.7562e+12"	"-1.7098e+10"	"587.32"	"217.36"	"0.32806"	"0.34586"	"-0.8841"	"0.34416"	"0.54408"	"0.20927"	"5.6737e+14"	"AvoidProtAreas"
"0.6"	"0.3"	"0.1"	"109150000"	"5.6866e+14"	"2.7933e+12"	"-1.7453e+10"	"591.7"	"222.18"	"0.32042"	"0.3463"	"-0.87404"	"0.34701"	"0.53701"	"0.21157"	"5.7145e+14"	"AvoidProtAreas"
"0.6"	"0.32"	"0.08"	"109840000"	"5.7246e+14"	"2.8299e+12"	"-1.7816e+10"	"596.17"	"226.87"	"0.31256"	"0.34661"	"-0.86386"	"0.34956"	"0.52985"	"0.21355"	"5.7529e+14"	"AvoidProtAreas"
"0.05"	"0.2375"	"0.7125"	"109070000"	"5.7921e+14"	"2.9962e+12"	"-2.328e+10"	"535.26"	"110.09"	"0.20287"	"0.27692"	"-0.73418"	"0.32498"	"0.41973"	"0.19165"	"5.8221e+14"	"AvoidProtAreas"
"0.6"	"0.34"	"0.06"	"110490000"	"5.7613e+14"	"2.8659e+12"	"-1.8183e+10"	"600.14"	"230.47"	"0.30492"	"0.34668"	"-0.85373"	"0.35181"	"0.52275"	"0.21533"	"5.79e+14"	"AvoidProtAreas"
"0.6"	"0.36"	"0.04"	"110990000"	"5.7897e+14"	"2.8989e+12"	"-1.8536e+10"	"604.71"	"234.88"	"0.29614"	"0.34673"	"-0.84289"	"0.35396"	"0.51508"	"0.21678"	"5.8187e+14"	"AvoidProtAreas"
"0.6"	"0.38"	"0.02"	"111630000"	"5.8263e+14"	"2.9351e+12"	"-1.8929e+10"	"608.92"	"238.35"	"0.28793"	"0.34663"	"-0.83252"	"0.35555"	"0.50778"	"0.21796"	"5.8557e+14"	"AvoidProtAreas"
"0.6"	"0.4"	"0"	"108400000"	"5.6501e+14"	"2.8588e+12"	"-1.834e+10"	"611.9"	"243.1"	"0.27848"	"0.34777"	"-0.82311"	"0.35749"	"0.50116"	"0.21837"	"5.6786e+14"	"AvoidProtAreas"
"0.65"	"0"	"0.35"	"110850000"	"5.7748e+14"	"2.7144e+12"	"-1.7089e+10"	"560.98"	"168.12"	"0.3875"	"0.32997"	"-0.9546"	"0.30926"	"0.59386"	"0.18217"	"5.802e+14"	"AvoidProtAreas"
"0.65"	"0.0175"	"0.3325"	"107950000"	"5.6163e+14"	"2.6401e+12"	"-1.6357e+10"	"560.77"	"170.49"	"0.38565"	"0.33189"	"-0.95375"	"0.31135"	"0.59323"	"0.18332"	"5.6427e+14"	"AvoidProtAreas"
"0.65"	"0.035"	"0.315"	"108160000"	"5.6276e+14"	"2.6485e+12"	"-1.6399e+10"	"561.99"	"173.19"	"0.38316"	"0.33296"	"-0.95081"	"0.31307"	"0.59127"	"0.18456"	"5.6541e+14"	"AvoidProtAreas"
"0.65"	"0.0525"	"0.2975"	"108410000"	"5.6413e+14"	"2.658e+12"	"-1.6454e+10"	"563.21"	"175.82"	"0.38081"	"0.33379"	"-0.94801"	"0.31447"	"0.58934"	"0.18568"	"5.6678e+14"	"AvoidProtAreas"
"0.65"	"0.07"	"0.28"	"108590000"	"5.6515e+14"	"2.6666e+12"	"-1.6498e+10"	"564.47"	"178.57"	"0.37814"	"0.33472"	"-0.94484"	"0.31616"	"0.58711"	"0.1871"	"5.6782e+14"	"AvoidProtAreas"
"0.65"	"0.0875"	"0.2625"	"108780000"	"5.6621e+14"	"2.6758e+12"	"-1.6545e+10"	"566.11"	"182.11"	"0.37508"	"0.33588"	"-0.94112"	"0.31831"	"0.58459"	"0.1887"	"5.6888e+14"	"AvoidProtAreas"
"0.05"	"0.285"	"0.665"	"110360000"	"5.8799e+14"	"3.08e+12"	"-2.4432e+10"	"551.88"	"123.09"	"0.17049"	"0.26295"	"-0.6864"	"0.31297"	"0.38765"	"0.17933"	"5.9107e+14"	"AvoidProtAreas"
"0.65"	"0.105"	"0.245"	"108980000"	"5.6726e+14"	"2.6852e+12"	"-1.6599e+10"	"567.81"	"185.45"	"0.37206"	"0.33677"	"-0.93749"	"0.3203"	"0.58205"	"0.19028"	"5.6994e+14"	"AvoidProtAreas"
"0.65"	"0.1225"	"0.2275"	"109240000"	"5.6867e+14"	"2.6967e+12"	"-1.6677e+10"	"569.22"	"188.11"	"0.36911"	"0.33758"	"-0.9338"	"0.32213"	"0.57944"	"0.19182"	"5.7136e+14"	"AvoidProtAreas"
"0.65"	"0.14"	"0.21"	"109520000"	"5.7014e+14"	"2.709e+12"	"-1.676e+10"	"571.3"	"192.28"	"0.3658"	"0.33844"	"-0.92988"	"0.32395"	"0.57664"	"0.19335"	"5.7284e+14"	"AvoidProtAreas"
"0.65"	"0.1575"	"0.1925"	"109980000"	"5.7263e+14"	"2.7276e+12"	"-1.6897e+10"	"573.73"	"196.7"	"0.3622"	"0.33951"	"-0.9255"	"0.32617"	"0.5736"	"0.19512"	"5.7535e+14"	"AvoidProtAreas"
"0.65"	"0.175"	"0.175"	"110280000"	"5.7426e+14"	"2.7414e+12"	"-1.7e+10"	"576.05"	"201.13"	"0.35825"	"0.34086"	"-0.9211"	"0.32839"	"0.57052"	"0.19682"	"5.77e+14"	"AvoidProtAreas"
"0.65"	"0.1925"	"0.1575"	"110580000"	"5.7587e+14"	"2.7563e+12"	"-1.7116e+10"	"578.04"	"204.38"	"0.35451"	"0.34178"	"-0.91644"	"0.33068"	"0.56727"	"0.19866"	"5.7863e+14"	"AvoidProtAreas"
"0.65"	"0.21"	"0.14"	"110930000"	"5.7776e+14"	"2.7759e+12"	"-1.7261e+10"	"580.87"	"208.42"	"0.35018"	"0.34243"	"-0.91077"	"0.33313"	"0.56327"	"0.20067"	"5.8053e+14"	"AvoidProtAreas"
"0.65"	"0.2275"	"0.1225"	"111160000"	"5.7893e+14"	"2.7922e+12"	"-1.7387e+10"	"584.05"	"213.13"	"0.34533"	"0.34334"	"-0.90478"	"0.33567"	"0.55903"	"0.20272"	"5.8172e+14"	"AvoidProtAreas"
"0.65"	"0.245"	"0.105"	"111590000"	"5.8124e+14"	"2.8146e+12"	"-1.7576e+10"	"587.52"	"217.8"	"0.3404"	"0.34404"	"-0.89854"	"0.33801"	"0.55463"	"0.20461"	"5.8406e+14"	"AvoidProtAreas"
"0.65"	"0.2625"	"0.0875"	"108160000"	"5.6251e+14"	"2.7285e+12"	"-1.6813e+10"	"588.32"	"221.26"	"0.33576"	"0.34642"	"-0.89492"	"0.34048"	"0.55211"	"0.20576"	"5.6524e+14"	"AvoidProtAreas"
"0.05"	"0.3325"	"0.6175"	"110910000"	"5.9262e+14"	"3.136e+12"	"-2.5204e+10"	"566.39"	"135.69"	"0.15121"	"0.25619"	"-0.65149"	"0.30354"	"0.3663"	"0.17208"	"5.9576e+14"	"AvoidProtAreas"
"0.65"	"0.28"	"0.07"	"108720000"	"5.6552e+14"	"2.7572e+12"	"-1.7065e+10"	"591.73"	"225.15"	"0.33004"	"0.34705"	"-0.88766"	"0.34281"	"0.54699"	"0.20769"	"5.6828e+14"	"AvoidProtAreas"
"0.65"	"0.2975"	"0.0525"	"109250000"	"5.6855e+14"	"2.7855e+12"	"-1.7329e+10"	"595.55"	"229.05"	"0.32426"	"0.34729"	"-0.87971"	"0.34505"	"0.5415"	"0.20945"	"5.7133e+14"	"AvoidProtAreas"
"0.65"	"0.315"	"0.035"	"109820000"	"5.7165e+14"	"2.8154e+12"	"-1.7614e+10"	"599.3"	"232.83"	"0.31807"	"0.34785"	"-0.87168"	"0.34725"	"0.53595"	"0.21112"	"5.7447e+14"	"AvoidProtAreas"
"0.65"	"0.3325"	"0.0175"	"110210000"	"5.7381e+14"	"2.8414e+12"	"-1.7867e+10"	"602.82"	"235.7"	"0.31192"	"0.34807"	"-0.86366"	"0.3492"	"0.53036"	"0.21258"	"5.7665e+14"	"AvoidProtAreas"
"0.65"	"0.35"	"0"	"110680000"	"5.764e+14"	"2.8674e+12"	"-1.8139e+10"	"606.13"	"238.68"	"0.30601"	"0.34831"	"-0.85611"	"0.35094"	"0.52509"	"0.21388"	"5.7927e+14"	"AvoidProtAreas"
"0.7"	"0"	"0.3"	"108130000"	"5.6239e+14"	"2.6425e+12"	"-1.6376e+10"	"562.84"	"174.46"	"0.38633"	"0.33268"	"-0.95508"	"0.31071"	"0.59443"	"0.18235"	"5.6503e+14"	"AvoidProtAreas"
"0.7"	"0.015"	"0.285"	"108420000"	"5.6394e+14"	"2.6532e+12"	"-1.6434e+10"	"564.1"	"176.96"	"0.38412"	"0.33366"	"-0.95244"	"0.3122"	"0.59268"	"0.18348"	"5.6659e+14"	"AvoidProtAreas"
